profilePictureUrl,username,profileUrl,comment,likeCount,replyCount,commentDate,commentId,ownerId,timestamp,query,error
https://scontent.cdninstagram.com/v/t51.2885-19/329371048_528285566050992_4950480927345806909_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&_nc_ohc=ZEUIumU8h2oAX-X4sqf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfA0vMtKVIZPLp9jPCX9s0z1P1qLFwQ1hqdPoHknX3NPow&oe=652A055C&_nc_sid=10d13b,tumblingtracks,https://www.instagram.com/tumblingtracks,Will the icecreams still be available for ordering online? :(,3,0,2023-06-09T16:36:07.000Z,18217775836177109,178151414,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/11373705_1459331754368836_1148928790_a.jpg?_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=hub-H-viABUAX-KpbJ1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAdreteCxFL_wZQmCiQW0S03xyI7ezvq7hfbZtY-7DwZg&oe=652B4A42&_nc_sid=10d13b,mabellinelow,https://www.instagram.com/mabellinelow,Please find another spot!!! ❤️,1,0,2023-06-10T13:36:50.000Z,18264935899148294,2103013,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/289467539_1477960162657024_8537110418241351376_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=7y7dbGA3hzQAX8dQEvG&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfD-I7MiSxVxL1XrDtrwPsH9q-gTxVGVbcoRWK34A_205w&oe=65295F0E&_nc_sid=10d13b,vivliora,https://www.instagram.com/vivliora,Singapore is losing one of its best (and OG) ice cream places😭😭😭 you guys played such a big part of our growing up!! Pleaseeee consider finding a new location!😢,2,0,2023-06-10T09:04:50.000Z,17965292744324781,13480824,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/308883844_1222253211892871_4779595019555950454_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=re94AwdJG1EAX8rronr&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfByLfapyYM_rRYx3TE1PNJjht_SfTKE1gwKEmDCTwzk9w&oe=652A3EA5&_nc_sid=10d13b,elicialin,https://www.instagram.com/elicialin,😢😢🙆🏻‍♀️🤍,1,0,2023-06-09T16:19:05.000Z,18068056348389967,835556,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/373704048_808550140968715_7840022745319952387_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=Wa_2lHpzKyYAX8TwmwA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDBKZQEIK86-N-WMzHA6EUx4j2sKxOYBh7OkKFJBpOImg&oe=652AAAA9&_nc_sid=10d13b,gabriel.teo,https://www.instagram.com/gabriel.teo,😭😭😭😭😭😭,1,0,2023-06-10T00:49:46.000Z,17874152969912880,268942784,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/323956878_1664031624054746_940947019544727281_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=75YFo-Fbp14AX8JXqzT&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDbg21wFIe6ymY7poRe7QXiYr93wBRps0MW0lODQSU2Jg&oe=6529DF86&_nc_sid=10d13b,reaganpapa,https://www.instagram.com/reaganpapa,oreo milk 😢,3,2,2023-06-09T15:53:48.000Z,17988927845031502,55806861,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/27891585_154718935190321_8520028205346717696_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=kv_lWiTrZdUAX9m0hUb&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfD37s3iuXEjgGQ5eRD2923Ea5Qngwz_3DRnY6dQt-A-Qw&oe=6529D205&_nc_sid=10d13b,mfvdz_,https://www.instagram.com/mfvdz_,This is really saddening. Really wish u could save merely and have an outlet somewhere at Tampines. Really enjoy ur ice cream,6,0,2023-06-09T17:40:36.000Z,18249974458084819,40648272,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/364975144_266788386067077_2516843642777001079_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=a5SaqtAdPN0AX8kiufl&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDcTIW70KS6mbEexN4foPN7nckz4vNGYeFnEs9s3GeTtw&oe=652A28F1&_nc_sid=10d13b,cornfusion9,https://www.instagram.com/cornfusion9,Can you still try somewhere near Tampines? I know of a few places in my neighbourhood that may offer better rental rates.,4,0,2023-06-09T16:41:05.000Z,17957432795444778,290632831,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/11111515_871809306212159_1256893846_a.jpg?_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=sjNVzhvEz40AX8KJOWf&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBNkmRiT58pA2Rh3Tv1YAep3DrTsjZNzE_tEm8sAnmuwQ&oe=652A39BF&_nc_sid=10d13b,gregendary,https://www.instagram.com/gregendary,NOO WHERE WILL I EAT MY WAFFLES NOW 😭,1,0,2023-06-10T03:55:37.000Z,17967631274521697,331211313,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
https://scontent.cdninstagram.com/v/t51.2885-19/125767629_2834800586780509_7075252299919881032_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=JE9HBFBn29AAX9-N3iU&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCEcER4fc9DyINQuF9h1rAY29MJwcykzjbhevUJgmofLw&oe=652B3391&_nc_sid=10d13b,hengzai_,https://www.instagram.com/hengzai_,Thnks fr th mmrs ❤️,1,0,2023-06-09T16:04:16.000Z,17986902956114150,336151298,2023-10-10T15:00:50.717Z,https://www.instagram.com/p/CtRmWx6SKa9/,
